"id","kmt","ddp","pfp"
"63000100-017",39.6,46.2,12.3
"63000100-006",35.5,52.8,10.5
"63000100-007",35.3,52.8,10.5
"63000100-008",35.5,52.9,10.3
"63000100-005",34.9,53.1,10.8
"63000100-030",35,53.8,9.7
"63000100-029",33.8,53.2,11.4
"63000100-010",44,43.4,11
"63000100-011",35.9,52.1,10.3
"63000100-019",38,49.9,10.8
"63000100-016",45,41.2,12
"63000100-026",32,55.5,10.7
"63000100-021",45.5,41.2,11.8
"63000100-020",46.7,40.2,11.3
"63000100-018",40.1,46.9,11.5
"63000100-015",37,50.1,11.2
"63000100-024",32.1,53.2,13.1
"63000100-038",31.6,55.8,10.7
"63000100-039",40.7,47.4,10.3
"63000100-037",25.4,61.3,12.3
"63000080-027",50,37.6,10.8
"63000080-028",39,49.2,10
"63000080-037",25.6,64.7,8
"63000080-038",50.3,37,10.7
"63000080-025",50.1,38.1,10
"63000080-026",45,42,11.4
"63000080-036",34.2,51,12.9
"63000080-040",43,44.3,10.7
"63000080-034",41.8,45.7,10.9
"63000080-005",41.7,44.3,12.4
"63000080-001",36.2,51.7,10.4
"63000080-002",46.2,40.1,11.6
"63000080-003",41,45.8,11.3
"63000080-006",42.2,44.7,11.6
"63000080-004",40.4,46.5,11.5
"63000080-024",44.9,41.6,11.9
"63000080-029",40.2,46.4,12.1
"63000080-010",39.6,47.7,10.3
"63000080-007",43.3,43.5,11.7
"63000080-011",57.6,29.9,11.3
"63000080-033",44.8,40.6,12.6
"63000080-039",43.5,42.2,12.2
"63000080-012",45.8,41.2,11.1
"63000080-008",41.4,46.8,9.7
"63000080-009",45.1,42,11
"63000080-035",41.3,47.1,9.5
"63000080-023",48,37.4,12.8
"63000080-041",41.3,46.7,11.1
"63000080-030",45.7,40.4,12.1
"63000080-031",42.1,44.3,11.3
"63000080-032",40.9,47,10.6
"63000080-043",41,46.2,10.9
"63000080-014",46.4,42.6,9.6
"63000080-018",49.1,37.1,11.6
"63000080-042",49.4,37.1,11.8
"63000080-020",47.1,39,12.4
"63000080-022",46.3,39.2,12.7
"63000080-015",44.8,40.9,12.7
"63000080-021",45,42.1,11.2
"63000080-016",45.6,41.9,10.6
"63000080-017",49.5,37.9,11.1
"63000080-019",40.7,46.5,11
"63000080-013",45.3,42.1,10.5
"63000120-037",29,60.2,9.6
"63000120-018",32.3,57,9.3
"63000120-041",21.6,68.6,8.1
"63000120-024",28.1,60.8,9.8
"63000120-027",33.2,55,10.1
"63000120-022",29.9,60.1,8.7
"63000120-030",36.3,51.5,10.4
"63000120-028",29.4,59.2,9.5
"63000120-033",49.8,38.4,10.4
"63000120-002",30.7,59.2,8.5
"63000120-009",33.9,55.2,9.2
"63000120-011",36.3,51.6,10.6
"63000120-010",39.8,49,9.2
"63000120-003",30.7,58,10
"63000120-017",32.1,56.7,9.6
"63000120-016",30.4,57.8,10
"63000120-013",37.2,50.1,11.4
"63000120-014",29.8,59.5,9.2
"63000120-032",36.7,51.2,10.5
"63000120-020",33.9,54.8,9.9
"63000120-012",39.2,48.9,10.6
"63000120-026",42.5,44.7,10.9
"63000120-023",31.5,56.9,9.7
"63000120-001",31.7,57.8,9.6
"63000120-039",27.2,62.2,9.1
"63000120-019",18.6,72.8,7.8
"63000120-008",37.6,50.3,10.6
"63000120-036",29.6,58.2,10.2
"63000120-021",31.1,57.4,9.7
"63000120-015",28.8,60.2,9.6
"63000120-031",35,53.7,9.9
"63000120-040",28.5,59.4,10.8
"63000120-042",26.1,60.4,11.9
"63000120-029",37.3,51.4,10
"63000120-025",32.6,56.1,10.2
"63000120-007",35.2,52.8,10.5
"63000120-005",35.7,53,10.2
"63000120-006",37.3,52.2,9.2
"63000120-004",32.7,55.4,10.3
"63000120-035",35.8,52.3,10.7
"63000120-034",34.2,53.9,10.7
"63000120-038",32.2,56.6,9.8
"63000010-004",41.5,47.3,9.7
"63000010-026",33.3,55.1,10.3
"63000010-027",37.6,50.9,10.2
"63000010-015",41,47.1,10.3
"63000010-009",35.7,53.4,9.4
"63000010-016",36.6,52.2,9.4
"63000010-017",43.2,43,11.7
"63000010-029",37.8,49.6,11.1
"63000010-022",39.2,48.3,10.8
"63000010-019",34.2,54.6,9.9
"63000010-021",59.8,26.3,12
"63000010-011",42.1,46.5,9.9
"63000010-013",35.6,53.6,8.8
"63000010-014",37,52.1,9.4
"63000010-003",38.9,51.5,8.2
"63000010-035",35.6,54,8.5
"63000010-028",36,53.5,9.3
"63000010-002",39.7,46.8,12
"63000010-008",44.7,42.6,10.8
"63000010-006",41.4,47.9,9.4
"63000010-032",39.7,46.8,11.7
"63000010-025",40.6,46.8,10.7
"63000010-033",34.3,54.4,10.1
"63000010-031",39.4,47.8,11.5
"63000010-030",35.7,52.2,10.2
"63000010-018",29.4,57.5,12
"63000010-007",37.9,51,9.5
"63000010-005",36.2,53.1,9.1
"63000010-024",36,52.3,10.4
"63000010-034",35.8,53.8,9.4
"63000010-010",41.5,47.3,10
"63000010-012",52.9,35.2,10.2
"63000010-020",45.9,40.6,11.9
"63000020-030",43.7,43.8,10.8
"63000020-031",43.7,44,10.8
"63000020-027",38.1,51.7,9.1
"63000020-026",34.9,53.5,9.9
"63000020-025",32.3,54.9,11.4
"63000020-024",37.5,50.6,10.4
"63000020-004",41.3,46.8,10.4
"63000020-013",32.9,56.1,9.4
"63000020-012",37,50.1,11.1
"63000020-032",46.5,40.8,11.1
"63000020-010",34.1,53.6,11.1
"63000020-016",32.5,56.1,9.9
"63000020-017",39.4,49.5,9.4
"63000020-002",45.8,41,11.6
"63000020-014",25.5,63.2,10.1
"63000020-018",33.8,55.3,9.7
"63000020-009",40.6,47.8,9.9
"63000020-001",55.9,31.7,10.7
"63000020-022",39.1,48,11.9
"63000020-023",35.7,52.2,10.8
"63000020-021",36.3,49.4,13.2
"63000020-015",34,53.4,11.7
"63000020-033",40.4,46.6,11.7
"63000020-020",39,48.3,11.3
"63000020-019",48.7,37.5,12
"63000020-029",45.2,41.8,11.3
"63000020-007",39.6,48.1,10.6
"63000020-035",43.3,44.7,10.4
"63000020-028",43.8,43.4,10.3
"63000020-034",40,47.7,10.7
"63000020-011",34.5,54.5,9.9
"63000020-005",44.7,41.9,11.4
"63000020-037",37.3,51.3,9.9
"63000020-008",41,47.9,9.5
"63000020-039",40.6,46.1,12
"63000020-041",55.9,34,8.9
"63000020-040",39.5,48,10.9
"63000020-038",42.3,46.8,9.4
"63000020-003",44.8,41.8,11.6
"63000020-006",38.7,50.2,10
"63000020-036",42.2,44.4,11.4
"63000090-018",40.7,45.7,11.9
"63000090-004",35.7,50.4,12.2
"63000090-002",31.4,55.7,11.6
"63000090-017",35.3,51.7,11.2
"63000090-019",42.5,42.6,13.3
"63000090-009",29.5,57.7,11.8
"63000090-010",33.2,54.9,10.2
"63000090-011",39.1,46.8,12.6
"63000090-014",34.2,52.5,11.9
"63000090-008",27.7,60.3,10.8
"63000090-007",38,49.6,10.7
"63000090-005",34.1,53.6,11
"63000090-001",34.3,53.7,10.9
"63000090-020",37.4,49,12
"63000090-006",40.3,47.6,10.8
"63000090-003",31,56.9,10.5
"63000090-012",38.4,48.4,12
"63000090-015",38.6,48.8,11
"63000090-013",37.2,50.8,10.3
"63000090-016",31.5,55,11.9
"63000070-009",33.7,55.4,9.1
"63000070-033",48.8,39.2,10.5
"63000070-020",29.3,58.8,10.4
"63000070-026",31.6,57.6,9.6
"63000070-003",36.6,49.6,12.2
"63000070-023",24,63.6,11.3
"63000070-016",25.1,63.9,9.8
"63000070-024",27.9,61,9.9
"63000070-034",53.7,34.6,9.9
"63000070-022",27,62.3,9.7
"63000070-006",30.1,58.1,10.3
"63000070-027",32.3,56.6,9.7
"63000070-019",26.8,62.3,9.9
"63000070-035",46.1,39.9,12.3
"63000070-011",26.6,62.7,9.1
"63000070-007",27.6,62.3,8.7
"63000070-010",29.2,61.2,8.1
"63000070-032",30.6,59.6,8.7
"63000070-018",29.8,58.6,10.3
"63000070-005",30.7,58.2,10.2
"63000070-021",42.5,43.6,12
"63000070-014",56.6,30.7,10.9
"63000070-013",61.4,27,10.3
"63000070-004",32.3,56,10.6
"63000070-002",37.5,50.6,10.5
"63000070-030",33.1,56.2,9.2
"63000070-029",28.9,59.5,10
"63000070-001",38.7,49.7,10.2
"63000070-008",29.5,59,10.2
"63000070-017",33.3,54,11.3
"63000070-028",29.3,60.1,9.2
"63000070-031",28.7,59,11.2
"63000070-025",28.4,60.5,9.8
"63000070-012",27.7,60.7,10.3
"63000070-036",44.4,43,11.1
"10014100-001",69,13.3,16.3
"10014100-003",49.5,33.4,15.8
"10014100-002",62.8,12.7,23.6
"10014100-004",36,49.7,12.9
"10014100-005",51.9,33.4,14.3
"10014090-002",34.1,53.9,12.1
"10014090-006",43.4,38.3,17.1
"10014090-004",40.3,43.4,14.5
"10014090-009",58.7,17.7,21.8
"10014090-008",63.9,12.4,22.3
"10014090-001",30.6,55.3,12.5
"10014090-007",40.5,43.3,13.9
"10014090-005",39.6,42.9,16
"10014090-003",24.3,66.5,8.7
"10014020-003",49.3,28.3,21.6
"10014020-004",52.1,25.2,21.6
"10014020-007",58.9,27.8,12.4
"10014020-006",43.1,38.5,18
"10014020-002",45.6,34.5,18.9
"10014020-005",48.4,33.6,17
"10014020-008",55,22.4,21
"10014020-001",65,19.4,15
"10014060-003",41.2,37.5,20.6
"10014060-004",47.6,39,12.4
"10014060-010",55.9,28,14.3
"10014060-009",44.8,38.3,16.4
"10014060-007",38.9,47.6,12.7
"10014060-008",29.3,55.8,13.8
"10014060-001",40.5,42.5,15.4
"10014060-005",39.3,46.5,12.9
"10014060-002",38.8,45.5,13.7
"10014060-006",32.6,58.7,7.1
"10014040-010",44.5,38.4,15.6
"10014040-002",43.1,40.3,16.1
"10014040-011",54,24.3,19.4
"10014040-005",34.3,49,16.1
"10014040-012",63.7,15.2,19.9
"10014040-006",37,45.5,15.9
"10014040-007",23.7,62.2,13
"10014040-009",43.9,30.2,25.1
"10014040-003",44.1,40.8,14
"10014040-004",22.9,67.3,8.9
"10014040-013",26.5,60.1,12.4
"10014040-001",35.5,51.3,11
"10014040-008",34.4,50.9,13.3
"10014130-002",67.4,14.5,16.9
"10014130-001",73.8,13.2,11.1
"10014130-003",65,22,9.8
"10014130-005",53.6,31.2,13.7
"10014130-004",62.5,13.1,22.3
"10014070-001",52,26.4,20.2
"10014070-004",37.2,45.3,16.8
"10014070-003",57.6,21.4,20.4
"10014070-002",48.7,26.4,23.9
"10014070-007",49.9,37.5,11.7
"10014070-005",52.7,31.4,13.7
"10014070-006",44.8,39.5,15.1
"10014140-002",66.9,8.8,23.2
"10014140-001",74.3,11.9,12.9
"10014140-003",68.9,10.4,19.6
"10014140-004",70.8,4.9,21.6
"10014140-005",74.9,11.8,11.8
"10014080-002",57.6,25.7,16.3
"10014080-005",50,34.3,13.5
"10014080-003",45.3,41.5,11.5
"10014080-004",49.8,34.8,13.8
"10014080-006",60,22.1,16.2
"10014080-001",42.3,35.1,20.7
"10014120-006",59.1,17.1,21.6
"10014120-003",48.7,32.7,17.3
"10014120-005",60.4,17.3,20.8
"10014120-004",55.4,20.6,22.4
"10014120-001",68.1,15.6,12.8
"10014120-002",68.8,15.9,12.9
"10014050-004",43.1,37.5,17.8
"10014050-006",43.4,40.2,15
"10014050-001",41.4,38.8,17.8
"10014050-005",48.8,32.8,17.1
"10014050-003",38.2,39,21.1
"10014050-002",21.7,66.6,9.1
"10014050-007",30.4,59.9,8.4
"10014150-002",81,7.3,11
"10014150-001",72.2,13.1,13.4
"10014150-004",56.7,20.7,22.4
"10014150-006",61,22.1,14.3
"10014150-005",55.1,27,16.9
"10014150-003",76.5,15.7,6.6
"10014110-002",49.6,22.9,26.1
"10014110-001",46.8,21.8,29.4
"10014110-003",49.6,22.7,27.1
"10014010-021",45.5,43.5,9.9
"10014010-024",36.6,49.7,12.9
"10014010-011",43,42.7,13.1
"10014010-020",36.4,52,10.4
"10014010-015",37,47.6,14.5
"10014010-019",34.1,51.9,13
"10014010-023",39.5,44.8,15.5
"10014010-014",44.8,32.9,21.8
"10014010-008",40.2,45.4,13.4
"10014010-013",36.8,51.4,10.7
"10014010-018",35.2,44.4,19.3
"10014010-034",34.7,49.4,14.7
"10014010-032",45.5,37.7,15.8
"10014010-022",35.7,52.4,10.6
"10014010-012",43,43.3,12.6
"10014010-005",37,50.7,11.3
"10014010-003",44.1,36,18.8
"10014010-036",42.2,41.1,15.5
"10014010-045",35.2,41.3,22.2
"10014010-004",42.1,35.8,20.6
"10014010-006",45.9,33.6,19.5
"10014010-042",39.6,38.3,21.1
"10014010-017",38,48.8,12.7
"10014010-044",39.9,38.9,20.3
"10014010-046",44.3,28.3,26
"10014010-043",31.5,50.9,16.4
"10014010-010",47.2,36.4,15.1
"10014010-035",38.8,45.2,14.6
"10014010-016",35.7,47.1,15.1
"10014010-001",46.8,34.3,17.3
"10014010-002",39.5,35.3,22.8
"10014010-025",42.1,40.9,16.4
"10014010-027",46,41.4,11.8
"10014010-007",42.9,39.1,17.1
"10014010-029",40.1,35.9,22.3
"10014010-037",38.7,45.4,15
"10014010-026",32.5,52.9,14
"10014010-030",32,51.8,15.3
"10014010-031",42.3,36.1,20.5
"10014010-039",42.8,36.5,19.4
"10014010-040",34.3,50.4,14.1
"10014010-041",28.4,58.3,12.2
"10014010-038",44.4,37.9,16.5
"10014010-033",39.1,42.1,18
"10014010-009",38.7,43.7,16.8
"10014010-028",30.2,58.1,10.5
"10014030-004",41.3,46.4,10.3
"10014030-007",43.1,46.2,9.5
"10014030-003",42.6,40.1,15.3
"10014030-006",48,29,22.3
"10014030-001",46.7,36.2,16.6
"10014030-002",48.6,34.8,15.6
"10014160-001",24.5,20.3,52.4
"10014160-003",30.9,24.2,43
"10014160-002",22.6,31.4,44.2
"10014160-004",35.3,16.3,44.9
"67000150-010",7.9,84.9,6.2
"67000150-023",18.5,73,7
"67000150-022",15.1,74.9,8.1
"67000150-012",14.2,76,9.1
"67000150-013",15.9,75.6,7.5
"67000150-002",16.5,75.5,5.8
"67000150-017",23,68.4,7.2
"67000150-021",15.2,73.6,9.4
"67000150-011",18.6,72.8,6.4
"67000150-016",15.1,74.9,9.3
"67000150-018",15.6,77.1,6.1
"67000150-006",13.7,76.6,9
"67000150-003",13.6,78.3,6.5
"67000150-001",15.3,71.4,11.9
"67000150-014",11.4,81.2,5
"67000150-005",16.2,74.7,7.4
"67000150-009",29.2,58.9,10.6
"67000150-019",19,71.2,8.3
"67000150-015",12.7,78.4,7.4
"67000150-004",16.3,76.3,5.9
"67000150-008",13.6,78.7,6.5
"67000150-007",24.7,69.3,4.8
"67000150-020",14.3,75.4,8.3
"67000080-001",22.4,65.7,10.6
"67000080-007",16.8,72.6,9.1
"67000080-008",19.3,72.9,6.1
"67000080-010",16.2,74.9,6.6
"67000080-002",22.3,66.9,9.2
"67000080-014",13.4,79.4,5.5
"67000080-003",29.8,58,9.7
"67000080-012",11.7,81.2,6.2
"67000080-004",26.7,60.8,10.9
"67000080-015",12.4,78.1,6.4
"67000080-009",16,75.3,7.4
"67000080-013",13.6,75.1,9.3
"67000080-011",16.7,75.8,6.2
"67000080-005",22.5,67.1,9.3
"67000080-006",22.6,68.3,7.7
"67000110-009",21,67,10.9
"67000110-005",21.6,68,8.5
"67000110-004",22.4,66.6,8.6
"67000110-006",17.1,73.9,7.2
"67000110-002",9.4,79.6,9
"67000110-003",16.4,74.3,7.8
"67000110-001",18.1,71.8,8.2
"67000110-010",12.3,74.6,12.3
"67000110-007",17,72.8,9.1
"67000110-008",23.2,60.8,14.3
"67000220-003",23,66.4,8.3
"67000220-006",30.1,57.6,10.6
"67000220-005",20.9,72,5.5
"67000220-001",20.1,68.7,9
"67000220-002",19.8,72.7,6.9
"67000220-004",17.3,69.9,11.2
"67000220-007",14.9,74.8,9.5
"67000370-018",23.1,64.4,10.7
"67000370-035",22.5,66,10.1
"67000370-010",39.8,48.4,11
"67000370-031",25.3,60.8,12.8
"67000370-003",27.1,63,9.2
"67000370-030",19.5,67.3,10.8
"67000370-006",26.9,59.5,12.9
"67000370-026",22.8,67.1,8.9
"67000370-001",23.5,64.3,10.5
"67000370-017",26.5,63.1,8.8
"67000370-024",17.9,70.2,11.3
"67000370-021",20.8,68,9.3
"67000370-004",27.3,58.9,12.5
"67000370-032",21.1,65.8,11.7
"67000370-029",22.1,67.9,8.7
"67000370-036",19.3,71.3,7.9
"67000370-016",24.8,64.7,9
"67000370-015",20.7,70.1,8.1
"67000370-025",20.6,68.3,10.1
"67000370-028",25.3,62.7,11
"67000370-033",25.8,62,11.2
"67000370-034",25.2,61.3,12.2
"67000370-005",22.2,68,8.8
"67000370-023",20.4,68.8,9.8
"67000370-027",24.3,63.7,10.8
"67000370-009",30.1,56.3,11.8
"67000370-014",24.4,65.2,9.7
"67000370-037",20.1,68.4,9.8
"67000370-013",23.6,64.9,10.7
"67000370-007",28.7,61.8,8.9
"67000370-038",21.9,67.2,9.9
"67000370-020",27,64.6,7.8
"67000370-012",29.4,58.7,11.2
"67000370-011",21.2,67.2,10.5
"67000370-019",19.3,71.6,8.3
"67000370-008",27.3,65.7,6.4
"67000370-002",28.2,61.2,8.9
"67000370-022",24,64.8,10.3
"67000270-003",20.8,67.3,10.6
"67000270-015",20.1,67.6,11.1
"67000270-010",19.9,66.2,13.2
"67000270-008",17.9,71.3,9.7
"67000270-002",15.6,77.6,5.9
"67000270-016",20.1,70.3,7.8
"67000270-018",22.2,71.7,5
"67000270-017",16.6,75.5,6.4
"67000270-013",69.9,10.9,17
"67000270-014",38.4,44.4,15.8
"67000270-005",22.9,66.2,9.5
"67000270-004",23.8,63.9,11.3
"67000270-001",17.7,72.6,8.5
"67000270-009",21.2,69.6,7.5
"67000270-012",34.5,51.7,12.4
"67000270-011",20.9,67.9,10.1
"67000270-007",19,68.9,10.5
"67000270-006",20.3,67.6,10.9
"67000090-005",12.3,79.2,5.9
"67000090-006",17.4,72.3,9.1
"67000090-012",20.2,70.3,8.9
"67000090-008",19.5,71.4,7.8
"67000090-001",19.6,70.1,8.8
"67000090-007",16,71.6,10.4
"67000090-011",16.1,74.4,7.8
"67000090-002",17.4,72.4,7.9
"67000090-003",18.8,72,8.4
"67000090-010",17.6,71.5,8.9
"67000090-004",15.1,76.7,7.4
"67000090-009",19.9,67.8,11.9
"67000170-007",14,77.3,7.6
"67000170-010",11.6,80.8,6.6
"67000170-008",22.1,72.6,5
"67000170-005",23.6,67.3,7.9
"67000170-012",14.8,77.6,6.1
"67000170-013",43.5,45.2,10.5
"67000170-009",18.7,72.9,7.6
"67000170-003",15.5,68.8,14.3
"67000170-001",22.4,68.3,8.3
"67000170-011",18.2,69.5,10.6
"67000170-006",13.7,78.1,7.4
"67000170-002",22.5,66.8,9.2
"67000170-004",12.9,75.1,10.9
"67000340-005",29.1,56.7,12.5
"67000340-036",23.2,66.1,9.7
"67000340-010",31.4,54.9,12.3
"67000340-009",31.4,54.9,12.3
"67000340-042",18.2,69.6,11.2
"67000340-026",22.7,65.4,10.6
"67000340-011",60,23.6,15.2
"67000340-018",18.7,69.8,10.4
"67000340-014",24.6,62,11.9
"67000340-032",27,60.2,11.4
"67000340-037",21.4,64.8,11.5
"67000340-008",29.9,58.3,10.8
"67000340-038",25.5,59.3,14.3
"67000340-022",24.2,62.5,12.2
"67000340-033",30.5,55.5,12.5
"67000340-025",20.2,67.8,10.8
"67000340-041",22.6,66.1,10.3
"67000340-015",18.8,70.7,9.5
"67000340-023",19.6,70.3,9
"67000340-039",29.2,57.8,11.8
"67000340-034",24.3,66.3,9
"67000340-012",45.4,38.5,14.7
"67000340-029",23.3,69.4,6.1
"67000340-024",20.9,66.4,11.8
"67000340-040",22.3,64.3,12.2
"67000340-020",24.2,63.7,11.2
"67000340-016",20.8,65.3,12.1
"67000340-004",37.4,50.9,10.5
"67000340-031",58.3,23.4,17.1
"67000340-035",22.9,67.3,8.9
"67000340-019",31.5,56.4,11.1
"67000340-007",26.7,61.6,10.2
"67000340-021",19.1,68.7,11.4
"67000340-027",26.2,60.4,12.7
"67000340-003",30.8,56.9,10.7
"67000340-006",25.4,62.2,11.7
"67000340-001",23.7,62.4,12.7
"67000340-002",29.1,59.3,9.5
"67000340-028",22.8,66.9,9.4
"67000340-013",36.2,47.3,15.6
"67000340-043",21.9,64.2,12.6
"67000340-017",24,65.8,9.2
"67000340-030",21.3,64.6,12.7
"67000260-010",12.8,77.3,7.8
"67000260-004",25.1,58.9,14.8
"67000260-006",40.2,51.5,6.8
"67000260-003",22.8,67.8,5.8
"67000260-001",26.5,60.4,10.4
"67000260-008",19.8,71.8,6.9
"67000260-009",21.1,69,7.6
"67000260-005",23.1,62.4,14
"67000260-002",19,73.4,5.7
"67000260-007",17.2,74.8,6.1
"67000310-030",26.9,59.4,12.3
"67000310-009",20.4,67.2,11.1
"67000310-032",24.6,62.3,12.1
"67000310-005",23.8,62.9,12.2
"67000310-012",18.3,70.6,10.1
"67000310-039",32.7,53.1,12.8
"67000310-025",33.4,51.9,13.5
"67000310-001",24.6,60.8,13.4
"67000310-031",26.3,58.7,13.6
"67000310-006",16.3,75,7.6
"67000310-017",19.6,69.4,10
"67000310-038",21.8,66.3,11
"67000310-003",20.2,68.3,10.6
"67000310-011",20.3,67,11.4
"67000310-028",49,33.4,15.9
"67000310-034",21.6,63.3,13.4
"67000310-024",50.4,32.4,15.6
"67000310-023",18.4,69.2,11.3
"67000310-035",22.3,63.2,13
"67000310-014",19.1,68.3,11.6
"67000310-036",19.6,68.5,10.8
"67000310-033",21.7,66.8,10.5
"67000310-013",18.3,70.9,10
"67000310-015",16.7,73,9.7
"67000310-021",46.5,35.2,17.3
"67000310-004",17.1,70.2,11.9
"67000310-007",18.9,68.9,11.3
"67000310-022",39.4,44.9,14.9
"67000310-016",20.9,67.7,10.2
"67000310-026",31,54.4,13.3
"67000310-020",32.1,52,14.9
"67000310-037",27.6,56.2,15.1
"67000310-019",50.7,34.7,13.3
"67000310-018",14.1,76.6,7.8
"67000310-002",21.7,64.8,12.3
"67000310-008",19.6,69.4,10.2
"67000310-027",18.6,69,11.3
"67000310-010",18.6,68.9,11.6
"67000310-029",19.1,69.1,10.7
"67000230-007",25.5,60.6,13.3
"67000230-006",25.7,59.6,13.2
"67000230-003",27.5,60.5,10
"67000230-001",38.4,49.9,10.7
"67000230-002",30.5,54.4,14.3
"67000230-004",28.1,60.8,10
"67000230-005",39.6,49.3,9.4
"67000230-008",26.8,61.1,10.5
"67000230-009",26.9,57.4,15.4
"67000230-010",27.3,55.9,15.6
"67000030-014",20.2,70.6,7.4
"67000030-008",12.5,78.1,7.5
"67000030-022",17,73.4,7.9
"67000030-010",15.2,74,8.3
"67000030-011",28.8,60,9.1
"67000030-003",17.2,72.9,8.5
"67000030-002",21.4,70.2,7.1
"67000030-013",19.2,69.7,10.2
"67000030-024",14.9,78.4,5.2
"67000030-001",23.2,67.2,8
"67000030-018",24.4,65.8,7.1
"67000030-004",18.2,69.8,10.2
"67000030-021",13.4,81.5,3.1
"67000030-005",18.5,72.4,7.8
"67000030-020",17.5,72.6,7.8
"67000030-006",16.8,74.6,7.1
"67000030-007",17.1,73.2,7.1
"67000030-009",14.2,75.3,9.1
"67000030-023",24,64.8,10.2
"67000030-019",26.4,65,7.5
"67000030-015",14.7,77.8,5.6
"67000030-016",20.4,70.7,6.8
"67000030-017",14.2,77.5,6.4
"67000030-012",21.6,68,9.6
"67000360-009",25.1,61.4,12.5
"67000360-015",23.1,66.4,9.6
"67000360-008",23.3,62.4,13.3
"67000360-003",18.7,69.4,11
"67000360-001",23.3,62.2,13.2
"67000360-011",24.6,60.3,14.1
"67000360-006",22.5,62.9,13.5
"67000360-002",29.8,53.8,14.9
"67000360-005",23.1,63.2,12.6
"67000360-013",21.2,67.1,10.2
"67000360-010",26,59.3,13.7
"67000360-014",17.8,72.2,8.9
"67000360-007",25.9,60.1,13
"67000360-004",19.3,70.3,8.5
"67000360-012",25.3,61.4,11.9
"67000210-010",21.9,65.9,11.6
"67000210-012",20,74.6,4.7
"67000210-007",16.3,74.8,7.2
"67000210-011",13.7,76.8,7
"67000210-004",18.7,73,6.4
"67000210-003",17.3,73.6,7.2
"67000210-005",24.9,64.7,8.2
"67000210-016",19.2,70,8.9
"67000210-014",18.7,71.3,9.1
"67000210-008",19.9,69.7,9.4
"67000210-006",17.4,72.1,9.5
"67000210-009",18.8,70.6,9
"67000210-013",15.8,73.8,9.2
"67000210-015",12.7,80,6.5
"67000210-001",21.4,70.4,6.8
"67000210-002",17.1,71.5,9.8
"67000350-051",17.6,70.9,10.8
"67000350-014",17.5,75.4,5.8
"67000350-036",19.6,68.5,9.7
"67000350-048",19.2,67.7,12
"67000350-007",15.9,73.3,9.9
"67000350-037",16.6,71.6,10.7
"67000350-006",15.8,74,9.7
"67000350-050",16.8,72,9.9
"67000350-002",19.2,69,10.5
"67000350-009",16.2,72.7,10.1
"67000350-005",18.3,69.4,10.8
"67000350-004",18.1,71.5,9.3
"67000350-023",17.5,71.3,10.1
"67000350-022",18.4,69.1,11.2
"67000350-042",14.9,73.9,10.3
"67000350-001",15.4,71.4,11.6
"67000350-013",15.2,73.7,9.8
"67000350-032",15.6,74.6,8.7
"67000350-025",14.5,75.4,9
"67000350-029",20.2,66.7,11.9
"67000350-028",16,73.8,9.4
"67000350-031",15,73.8,9.2
"67000350-027",21.4,68,8.7
"67000350-030",17.1,72.2,9.2
"67000350-033",14.2,74.6,9.6
"67000350-011",18.7,67.8,11.6
"67000350-016",19.2,68.6,10.9
"67000350-041",17.8,71.3,9.9
"67000350-015",16,72.9,10.2
"67000350-017",17.4,70.6,11.1
"67000350-049",17.4,70.7,11.1
"67000350-044",17.3,70.2,11.4
"67000350-047",18.9,70.8,9.2
"67000350-021",16.8,72.2,10
"67000350-020",17.1,71.7,10.4
"67000350-045",17.9,71.8,9.2
"67000350-008",15.8,73.1,10.2
"67000350-035",25.2,60,12.9
"67000350-010",19,69.3,10.8
"67000350-018",18.1,70.3,10.7
"67000350-038",19.4,67.5,12.4
"67000350-046",21.1,67.2,10.6
"67000350-039",20.1,67.1,11.8
"67000350-040",17.9,70.5,10.7
"67000350-043",17.9,69.4,11.8
"67000350-026",15.5,72.8,10
"67000350-012",16.7,73.9,7.9
"67000350-034",25.1,61.6,11.4
"67000350-019",26.7,58.5,13.2
"67000140-010",14.6,78,5.5
"67000140-009",15.6,75.9,7.1
"67000140-001",16.7,74.5,7.7
"67000140-007",14.3,77.9,5.9
"67000140-002",13.7,78.8,5.5
"67000140-005",13.2,79.3,5.5
"67000140-003",17.2,72.8,8.4
"67000140-011",18.9,69,10.5
"67000140-008",14.6,78.2,5.8
"67000140-012",18.5,72.1,8.1
"67000140-006",13.6,76.8,8.2
"67000120-021",14.2,78.8,6.2
"67000120-020",14.2,79.2,5.6
"67000120-006",22.8,66.7,9.3
"67000120-019",15.6,77.8,5.8
"67000120-005",21.1,68.2,9.2
"67000120-007",18.7,72.8,7.1
"67000120-002",17.9,72.1,8.7
"67000120-001",22.7,66.7,9.5
"67000120-004",19.5,69.4,9.4
"67000120-012",17,71.9,9.7
"67000120-017",8.7,82.6,7.5
"67000120-016",12.8,79,6.8
"67000120-011",23.7,67.6,6.6
"67000120-015",17.7,76.7,4.7
"67000120-013",14.2,75.8,8.1
"67000120-009",15,76.3,7.4
"67000120-018",17.7,74.9,6.5
"67000120-010",18.4,74.2,6.3
"67000120-008",17.5,74.4,6.9
"67000120-003",19.1,70.7,9.4
"67000100-002",10.4,82.2,6.6
"67000100-005",20.2,72,7.1
"67000100-010",3.7,93.5,1.8
"67000100-001",19.4,69.8,9.6
"67000100-011",19,71.2,8.9
